0,Actor ID/SRN,Role,Country,Actor/Organisation name,VAT number,EORI,National trade register,Street name,Street number,Address line 2,PO box,City,Postal Code,Country,Email,Phone number,Website
15309,ES-MF-000002009,Manufacturer,Spain,FOR SHOES S.L.,B03897873,,,CALLE CINCEL ,"Nº 8, NAVE 15",,03690,SAN VICENTE DEL RASPEIG (ALICANTE),03690,Spain,forshoes@forshoessl.com,,
15310,CN-MF-000008488,Manufacturer,China,"Ningbo Pinmed Instruments Co., Ltd.",91330201340565817T,,," Room (22-1)(22-2)， No.455, East Zhongshan Road, Yinzhou District, 315040 Ningbo，PEOPLE'S REPUBLIC OF CHINA",,,,ningbo,315040,China,documents@china-pinmed.com,+86-574-87722360,
15311,NL-MF-000002679,Manufacturer,Netherlands,Podotherapie Mirna van Vught,NL217711959B01,63919761,KvK,Molenstraat,123,5701 KB Helmond,,Helmond,5701 KB,Netherlands,mirnavanvught56@hotmail.com,+31619969012,https://www.podotherapiemirnavanvught.nl/
15312,NL-MF-000002678,Manufacturer,Netherlands,VPI Holding B.V.,NL853750221B01,NL853750221 ,60059419,Beemdstraat,1,,,Eindhoven,5653 MA,Netherlands,info@vpireveal.com,+31 40 218 00 31,www.vpireveal.com
15313,HR-MF-000018260,Manufacturer,Croatia,Lola Ribar d.d. za proizvodnju saniteta,HR96809077214,HR96809077214,020011762,Radnička cesta ,54,,/,Zagreb ,10000,Croatia,info@lolaribar.hr,+ 385 1 353 53 10 ,www.lolaribar.hr
15314,DK-MF-000002251,Manufacturer,Denmark,Eto Garments ApS,1002177723,,,Bredgade,16,,,Ejby,5592,Denmark,ag@eto-garments.com,004564461330,www.eto-garments.com
15315,SE-MF-000002114,Manufacturer,Sweden,PA Consulting AB,SE556850731201,,,Garvaren,,,,Ljungby,34160,Sweden,par@pacab.eu,,pacab.eu
15316,CN-MF-000002907,Manufacturer,China,"Multibrands Trading (Suzhou) Co.,Ltd.",91320500553795472F,,,"Room 313, No,58 Ruiyuan Building, Dongda Street, Gusu District,",,,,Suzhou,215002,China,strong@multibrands.eu.com,+86-0512-82289188,www.multibrands.eu.com
15317,TH-MF-000013465,Manufacturer,Thailand,"HOYA Lamphun Ltd., HOYA Eye Care Thailand",,,,"75/2 Moo 4, Northern Region Industrial Estate, Tambol Banklang, Amphur Muang, ",,,,Lamphun,51000,Thailand,chongchai.ting@hoya.com,,
15318,CN-MF-000002142,Manufacturer,China,"UTECH Co., Ltd.",,,,"Jingdongfang Avenue, Beibei District, Chongqing ",390,, 400714,Chongqing, 400714,China,yulf@chinautech.com,+86 13530808210,http://www.chinautech.com
15319,CN-MF-000002906,Manufacturer,China,"General Meditech,Inc.",91440300754296186P,,,"South 3F, Bldg.23, Kezhi 1st. Rd west, Science Park, Nanshan",,,,"Shenzhen,Guangdong",518057,China,doc@szmedtech.com,+86-755-26615545,www.szmedtech.com
15320,NL-MF-000002688,Manufacturer,Netherlands,FarMedvisie BV,859076088B01,,,Houttuinlaan,12,,,Woerden,3447GM,Netherlands,info@farmedvisie.nl,,www.farmedvisie.eu
15321,LI-MF-000002047,Manufacturer,Liechtenstein,Innoforce Anstalt,LI55825,CHE-397.177.833,FL-0002.091.277-8,Industriestrasse,56,,,Ruggell,9491,Liechtenstein,info@innoforce.com,+4233840100,www.innoforce.com
15322,FR-MF-000004025,Manufacturer,France,LAFONT SAS,FR32950041707,FR95004170700031,950041707 RCS Nanterre,HOCHE,29,,,ISSY LES MOULINEAUX,92130,France,france@lafont.com,,
15323,US-MF-000002901,Manufacturer,United States,"Mizuho Orthopedic Systems, Inc.",,,,Ahern Avenue,30031,,,Union City,CA  94587-1234,United States,CustServ@mizuhosi.com,+1 510 429 1500,www.mizuhosi.com
15324,DE-MF-000011257,Manufacturer,Germany,HERNIK GmbH,DE201281298,DE293042138000543,125064,Partenhauserweg ,14,,,München,81369,Germany,office@hernik.de,+49 8035-9580448,www.hernik.de
15325,DE-MF-000006526,Manufacturer,Germany,HörTech gGmbH,DE 8134 386 36,DE 5908 981,"Amtsgericht Oldenburg, HRB 5035",Marie-Curie-Str.,2,,,Oldenburg,26129,Germany,info@hoertech.de,,www.hoertech.de
15326,FR-MF-000002435,Manufacturer,France,SOYEZ FRERES ,FR93671880227,,,Usine de la Bertine,,,,Donzy,58220,France,contact@soyez.fr,,http://www.soyez.fr/
15327,DE-MF-000018583,Manufacturer,Germany,Medlab medizinische Diagnosegeräte GmbH,DE 165 331 680,DE3390705,"Amtsgericht Mannheim, HRB 106797",Helmholtzstr.,1a,,,Stutensee,76297,Germany,sales@medlab.eu,+49 (0) 7244 741 100,www.medlab.eu
15328,DE-MF-000005158,Manufacturer,Germany,Asclepion Laser Technologies GmbH,DE813678553,DE4852389,HRB 209648,Brüsseler Str. ,10,,,Jena,07747,Germany,info@asclepion.com,036417700100,
15329,AT-MF-000001999,Manufacturer,Austria,KLEMA Dentalprodukte GmbH,ATU36589704,ATEOS1000002650,,Koblacherstraße,3a,,,Meiningen,6812,Austria,office@klema.at,,www.klema.at
15330,SE-MF-000002020,Manufacturer,Sweden,Cepheid AB,SE556595618101,SE5565956181,556595-6181,Röntgenvägen ,5,,,Solna,171 54,Sweden,regulatory@cepheid.se,+46 8 684 370 00,www.cepheid.com
15331,CN-MF-000002899,Manufacturer,China,"HuBei LeJian Protective Product Co.,LTD",,,,"No.2 Linwan Industrial Park, Changshangkou Town,",,,,"Xiantao ,Hubei",433000,China,Sales01@hblejian.com,,
15332,CN-MF-000003005,Manufacturer,China,"Jiangsu KeyGEN BioTECH Co., Ltd",,,,"Floor 2-3, Building 6, No.18 Zhilan Road, Jiangning Science Park, Jiangning District",,,,"Nanjing City, Jiangsu Province",210012,China,jskeygen@163.com,+86-25-52880839,http://www.keygentec.com.cn/
15333,NL-MF-000002897,Manufacturer,Netherlands,ZSM Orthopedics,NL852331150B01,,Kamer van Koophandel ,Windmolen,16,,,Almelo,7609 NN,Netherlands,info@zsmorthopedics.com,+31546824645,https://www.zsmorthopedics.com/
15334,DK-MF-000002196,Manufacturer,Denmark,ROLTEC el-kørestole A/S,1002532126,,,Lægårdsvej,13,,,Lystrup,8520,Denmark,info@roltec.com,+45 87434900,www.roltec.com
15335,DE-MF-000005912,Manufacturer,Germany,MaiMed GmbH,DE812089996,DE3315541,,Robert-Koch-Strasse ,1-7,,,Neuenkirchen ,29643,Germany,info@maimed.de,+49 519597070,www.maimed.de
15336,DE-MF-000008369,Manufacturer,Germany,Kastner-Praxisbedarf GmbH,DE 144018616,,,Berliner Ring,40,,,Rastatt,76437,Germany,info@kastner-gmbh.de,,
15337,FR-MF-000002412,Manufacturer,France,Coopération pharmaceutique française,FR58399227636,FR39922763600020,MELUN B 399 227 636,Place Lucien AUVERT,,,,MELUN ,77000,France,info.med@cooper.fr,+33 1 64 87 20 00,www.cooper.fr
15338,DE-MF-000009785,Manufacturer,Germany,medisite IT GmbH,25/203/63341,,,Herderstraße,1,,,Hannover,30625,Germany,wibke.frank@medisite.de,,
15339,DE-MF-000010502,Manufacturer,Germany,Smart Air Technologies GmbH,DE290450338,,,Neuer Zollhof ,2,,,Düsseldorf,40221,Germany,david.prinz@smartair.de,+49 1703853369,https://smartair.de/
15340,PL-MF-000004327,Manufacturer,Poland,Med Investments Spółka z ograniczoną odpowiedzialnością Sp. j.,7282790116,PL728279011600000,,Częstochowska,38/52,,93-121,Łódź,93-121,Poland,info@medinvestments.pl,,
15341,BE-MF-000001985,Manufacturer,Belgium,APTEC Diagnostics NV,0451876874,0451876874,,Industriepark West ,58,,,Sint Niklaas,9100,Belgium,info@aptec.be,+3237662086,www.aptec.be
15342,HU-MF-000004661,Manufacturer,Hungary,"BSW Ipari, Kereskedelmi és Szolgáltató Kft.",10511398243,HU0000078153,01 09 074829,Bartók Béla út,152/c,,1115,Budapest,1115,Hungary,peter.sallai@bswkft.hu,+36306565018,
15343,NL-MF-000002863,Manufacturer,Netherlands,Escape Mobility Company,NL8088.08.886.B01,NL808808886,14065504,Bocholtzerweg ,14C,,,Simpelveld,6369TG,Netherlands,info@escape-mobility.com,+31-455280670,www.escape-mobility.com
15344,DK-MF-000002044,Manufacturer,Denmark,VENDLET ApS,1005214373,DK-21800279,DK-21800279,Egelund,33,,,Aabenraa,6200,Denmark,vendlet@vendlet.dk,+45 96310050,www.vendlet.com
15345,AT-MF-000004562,Manufacturer,Austria,g.tec medical engineering GmbH,ATU58083139,,,Sierningstraße,14,,,Schiedlberg,4521,Austria,guger@gtec.at,+43 7251 22240 12,https://www.gtec.at/
15346,DE-MF-000005569,Manufacturer,Germany,Günter Stoffel Medizintechnik GmbH,DE151425605,DE4563336,HRB 450726,Kantstraße ,37,,,Wurmlingen,78573,Germany,Dieter.Stoffel@insto.de,,
15347,DE-MF-000005571,Manufacturer,Germany,VascoMed GmbH,DE142398878,DE2959143,HRB411576,Hertzallee,1,,,Binzen,79589,Germany,eudapub@vascomed.com,+497621160110,www.vascomed.com
15348,DE-MF-000006819,Manufacturer,Germany,Hengst SE,DE313827905,DE243349150174743,Münster HRB 16761,Nienkamp ,55-85,,,Münster,48147,Germany,t.dierkes@hengst.de,,www.hengst.com
15349,DE-MF-000009334,Manufacturer,Germany,Udo Heisig GmbH The Disposables Company,DE 129507569,,AG München HRB 82813,Hermann-Oberth-Str.,17,,,Putzbrunn,85640,Germany,info@heisig.de,0894623920,www.heisig.de
15350,DE-MF-000013962,Manufacturer,Germany,Enger/Krebbers GbR,DE325060697,DE354031256653821,,Dießemer Bruch,80,,,Krefeld,47805,Germany,info@babydorm.de,004921515796210,babydorm.de
15351,DE-MF-000007722,Manufacturer,Germany,TekVor Care GmbH,DE251372890,DE6580165,"HRB 59353, Köln",Fraunhoferstraße,8,,,Gummersbach,51647,Germany,info@tekvor-care.com,+49 (0) 2261 - 50186 - 0,http://www.tekvor-care.com
15352,CN-MF-000002861,Manufacturer,China,"ORICH Medical Equipment (Tianjin) Co., Ltd.",911201167581470578,,,Cuiming Road,"The South of D Area, No.16 ","YAT-SEN Scientific Industrial Park, Tianjin Economic Technological Development Area",,Tianjin,301726,China,darshan@orich.com.cn,+86-22-82107525,www.orich.com.cn
15353,AU-MF-000002859,Manufacturer,Australia,Vorotek Pty Ltd,,,,Point Henry Road,23,,,Moolap,3224,Australia,office@vorotek.com.au,+61352485809,www.vorotek.com
15354,CN-MF-000003012,Manufacturer,China,"JIANLIANHOMECAREPRODUCTSCO.,LTD",91440605280020953E,,,"DALI XIEBIAN INDUSTRIAL PARK,NANHAI DISTRICT,FOSHAN,GUANGDONG,P.R.CHINA",,,,Foshan,528231,China,gdjianlian@gdjianlian.com,,
15355,ES-MF-000001983,Manufacturer,Spain,"EUROLENT SERVICIOS ÓPTICOS Y OFTALMOLÓGICOS, SL",B86133139,ESB86133139,,AV INDUSTRIAS,17,,,ALCORCÓN,28923,Spain,info@tiedra.net,+34 91 643 41 40,www.tiedra.net
15356,US-MF-000003322,Manufacturer,United States,"Devicor Medical Products, Inc.",,,,E. Business Way,300,5th Floor,,Cincinnati,45241,United States,vivian.rodriguez@mammotome.com,,www.mammotome.com
15357,FR-MF-000002876,Manufacturer,France,TERENUI,FR67419447289,,BLOIS,Domaine de Villemorant,,,,NEUNG SUR BEUVRON,41210,France,contact@terenui.com,,
15358,PL-MF-000011510,Manufacturer,Poland,STOL - MIK  BOGDAN MIKODA,PL6491163771,PL649116377100000,,ul. Jana Onufrego Zagłoby,31,,,Zawiercie,42-400,Poland,biuro@stolmik.pl,+48796595695,www.stolmik.pl
15359,DE-MF-000016551,Manufacturer,Germany,WAK-Chemie Medical GmbH,DE114227692,DE3936295,Amtsgericht Bad Homburg HRB 3193,Siemensstraße,9,,,Steinbach Taunus,61449,Germany,info@wak-chemie.com,+49617128430,www.wak-chemie.com
15360,US-MF-000002900,Manufacturer,United States,Epic Systems Corporation,,,,Milky Way,1979,,,Verona,53593,United States,info@epic.com,,
15361,NL-MF-000008437,Manufacturer,Netherlands,EUSA PHARMA (NETHERLANDS) B.V.,NL854782692B01,NL854782692,62352385,Beechavenue,54,,,Schiphol-Rijk,1119PW,Netherlands,customerservice-nl@eusapharma.com,+31 (0) 858884043,www.eusapharma.com
15362,FR-MF-000008951,Manufacturer,France,AXS MEDICAL, FR77519753990,FR51975399000042,519753990 ,393 Rue Charles Lindbergh,,,,Mauguio,34130,France,hkacem@dms-imaging.com,,
15363,NL-MF-000002672,Manufacturer,Netherlands,Medical Brands Developments BV,NL853211255B01,NL853211255,Netherlands Chamber of Commerce,Piet Heinkade,199,,,Amsterdam,1019HC,Netherlands,qara@medicalbrands.com,+31 20 3455330,www.medicalbrands.com
15364,ES-MF-000002991,Manufacturer,Spain,LABORATORIOS HARTMANN S.A.,ESA08032401,--,ESA08032401,Carrasco i Formiguera,48,Pol. Ind. Pla d'en Boet II,,Mataró,08302,Spain,LHSA-eudamed@hartmann.info,+34 626977958,https://www.hartmann.info/
15365,NL-MF-000002620,Manufacturer,Netherlands,Archy Medical B.V.,NL852044264B01,NL852044264,KVK,Westhove,119,,,Amstelveen,1187 DB,Netherlands,info@archymedical.com,,
15366,NL-MF-000002671,Manufacturer,Netherlands,Arion Slide Solutions B.V.,NL811496521B01,NL811496521,14075898,Rutherford,11,,,Heerlen,6422RE,Netherlands,slideorders@arion-group.com,+31452094014,www.arion-group.com
15367,BE-MF-000001979,Manufacturer,Belgium,Etabl. LIEVENS-LANCKMAN BV,BE0402157545,BE0402157545,,Waardbeekdreef,1,,,Grimbergen,1850,Belgium,lievens@skynet.be,,
15368,NL-MF-000002619,Manufacturer,Netherlands,IHC Hytech B.V.,NL804754032B01,NL804754032,KVK : 18045217,Ramgatseweg,27,,,Raamsdonksveer,4941VN,Netherlands,hytech@royalihc.com,+31 88 015 3600,www.ihchytech.com
15369,HR-MF-000023546,Manufacturer,Croatia,ZAMAR MEDICAL d.o.o.,96642432252,HR96642432252,040310569,Sv. Martin,6,,,Vrsar,52450,Croatia,info@zamar.care,,www.zamar.care
15370,HR-MF-000023545,Manufacturer,Croatia,ZAMAR d.o.o.,32940535452,HR32940535452,040283888,Sv. Martin,6,,,Vrsar,52450,Croatia,info@zamar.care,,www.zamar.care
15371,DE-MF-000025417,Manufacturer,Germany,DiaSys Diagnostic Systems GmbH,DE148404658,,HRB7106,Alte Strasse,9,,,Holzheim,65558,Germany,QM@diasys.de,+49643291460,www.diasys-diagnostics.com
15372,IE-MF-000001530,Manufacturer,Ireland,Cook Ireland Limited,IE8203176O,IE9776234K,203176,"O'Halloran Rd, National Technology Park",,,,Limerick,N/A,Ireland,regulatory.ireland@CookMedical.com,+353 61 334440,https://www.cookmedical.eu/
15373,DE-MF-000007219,Manufacturer,Germany,Curalie GmbH,DE317040532,,HRB 189810 B,Leipziger Straße,61A,,,Berlin,10117,Germany,support@curalie.com,,https://curalie.com/
15374,DE-MF-000005036,Manufacturer,Germany,LISA Laser Products GmbH,DE815771004,DE320922753423513,Amtsgericht Göttingen HRB 205464,Albert-Einstein-Str.,4,,,Katlenburg-Lindau,37191,Germany,info@lisalaser.de,+49555699380,www.lisalaser.de
15375,IT-MF-000009212,Manufacturer,Italy,Pharcomed S.r.l.,08098290961,,,Via di Ricorboli,17,,,Firenze,50126,Italy,cristina.rizzini@gmail.com,,
15376,NL-MF-000002670,Manufacturer,Netherlands,Medis Medical Imaging Systems bv,NL8062.45.323.B.01,,28075744,Schuttersveld,9,,384,Leiden,2316 XG,Netherlands,bgoedhart@medisimaging.com,+31715241700,www.medisimaging.com
15377,IT-MF-000021629,Manufacturer,Italy,Service Med SrL,10782860158,,,Via dell'Agricoltura ,38,,,Bussolengo,37012,Italy,info@servicemed.it,+390456717441,www.servicemed.it
15378,GB-MF-000003673,Manufacturer,United Kingdom (ex Northern Ireland),Associated Dental Products Ltd,GB194 2213 72,GB194221372000,00327337,Cricklade Road,Kemdent Works,Purton,,"Swindon, Wiltshire",SN5 4HT,United Kingdom (ex Northern Ireland),sales@kemdent.co.uk,+441793 770256,www.kemdent.co.uk
15379,FR-MF-000008953,Manufacturer,France,APELEM, FR14319996146,FR319 996 146 00035,319996146,9 Avenue du Canal Philippe LAMOUR  ,,,,Gallargues-le-Montueux - FRANCE ,30660 ,France,hkacem@dms-imaging.com,,
15380,CN-MF-000016780,Manufacturer,China,"Jiangsu Hitec Medical Co., Ltd",91320692MA1YPRAW5R,,,North Jiang Xin Road,,"Jianghai Linkage Development Zone, Tongzhou Bay",,"Nantong City, Jiangsu Province",226400 ,China,sheng@hitecmed.com,+86 13472533440,www.hitecmed.com
15381,FR-MF-000002221,Manufacturer,France,Nino Robotics,FR 57 808695514 ,FR 57 808695514 ,RCS Montpellier,Rue du Sobrio,60,P.A.E. Les Arques,,SOUBES,34700,France,info@nino-robotics.com,+33(0)982467967,www.nino-robotics.com
15382,RO-MF-000001948,Manufacturer,Romania,Look Ahead SRL,RO28366053,RO28366053,J22/762/2011,Sos. Pacurari,127,Etaj 5,,Iasi,700544,Romania,ecaterina.jurca@fitermanpharma.ro,+40232252800,
15383,NL-MF-000002615,Manufacturer,Netherlands,Interster International B.V.,NL804837740B01,NL804837740,35026028,Samsonweg,2,,,Wormerveer,1521RC,Netherlands,bob.randshuizen@interster.nl,+310756272222,www.interster.nl
15384,DE-MF-000007277,Manufacturer,Germany,Elis Ost GmbH,DE 211 425 974,,113335 Stendal,Str. der Deutschen Einheit,10,,,Geithain,04643,Germany,info.chirutex@elis.com,+4940 356252 333,https://de.elis.com/de
15385,DE-MF-000008898,Manufacturer,Germany,Elis Nordost GmbH,DE 812 501 877,DE5457572,7070FF Frankfurt/Oder,Lindenstraße,61,,,Fürstenwalde,15517,Germany,info.chirutex@elis.com,+4940 356252 333,https://de.elis.com/de
15386,DE-MF-000012990,Manufacturer,Germany,"Finzler, Schrock & Kimmel GmbH",DE149339688,DE2230089,Registergericht Koblenz HRB 1502,Arzbacher Straße ,55-57,,1161,Bad Ems,56130,Germany,hans-peter.spitz@fis-online.com,+49-2603-9603-0,www.fis-online.com
15387,CN-MF-000002905,Manufacturer,China,"Shanghai ISO Medical Products Co., Ltd",913101156073107932,,,"999 Liu Chen Rd, Pudong New Area Shanghai, P.R. China",,,,Shanghai,201202,China,service@iso-medical.com.cn,+86-21-58592057,www.iso-medical.com.cn
15388,FR-MF-000003056,Manufacturer,France,Logiprem-F,FR87533214748,,,Avenue du Dr Jean Marie Dambreville,27,,,Saint Pierre,97410,France,contact@logipren.com,,https://www.logipren.com/
15389,KR-MF-000006105,Manufacturer,Republic of Korea,Purgo Biologics Inc.,214-87-44457,,,27 Dunchon-daero,457beon-gil,#812,,"Jungwon-gu, Seongnam-si, Gyeonggi-do",13219,Republic of Korea,laa@purgo.co.kr,+82 2 548 1875,www.purgo-biologics.com
15390,AU-MF-000008272,Manufacturer,Australia,Staminalift International Ltd,,,,Streiff Road,"Unit 7, 11-13",,,WIngfield,5013,Australia,info@staminalift.com,+61 8 8262 7137,www.staminalift.com
15391,CN-MF-000001920,Manufacturer,China,"Alicn Medical Shenzhen, Inc",,,,"Room 410, Building A, 3rd Sub-park, Leibo Zhongcheng Life Science Park, No. 22 Jinxiu East Road, Jinsha Community, Kengzi Street, Pingshan District",,,,"Shenzhen, Guangdong",518118,China,huangrenxiong@alicn-med.com,+86 755 26501548,http://www.alicn-med.com/
15392,CN-MF-000001920,Manufacturer,China,"Alicn Medical Shenzhen, Inc",,,,"Room 410, Building A, 3rd Sub-park, Leibo Zhongcheng Life Science Park, No. 22 Jinxiu East Road, Jinsha Community, Kengzi Street, Pingshan District",,,,"Shenzhen, Guangdong",518118,China,huangrenxiong@alicn-med.com,0755 26501548,http://www.alicn-med.com/
15393,DE-MF-000009125,Manufacturer,Germany,Zahnmanufaktur Riedenburg | Inh.: Alexander Heinrich,DE294226751,DE560915444949451,,Hauptstraße ,25,im Gewerbegebiet,,Riedenburg-Haidhof,93339,Germany,info@zahnmanufaktur.eu,+49 0 9442 2220,www.zahnmanufaktur-riedenburg.com
15394,US-MF-000002610,Manufacturer,United States,Strados Labs Inc.,,,,Walnut Street,1315,Suite 1101,,Philadelphia,19107,United States,info@stradoslabs.com,+18887872367,www.stradoslabs.com
15395,GB-MF-000002862,Manufacturer,United Kingdom (ex Northern Ireland),Optellum Ltd,GB262876864,,09846477,Oxford Centre for Innovation,,New Road,,Oxford,OX1 1BY,United Kingdom (ex Northern Ireland),regulatory@optellum.com,,https://optellum.com
15396,AR-MF-000005456,Manufacturer,Argentina,Suavepie SAIC,,,"IGJ 291, Folio 362, Libro 70, Tomo A 1970",Ramón L. Falcón  ,2234,,,Buenos Aires ,C1406GNR,Argentina,suavepie@suavepie.com,+54 11 4613 5602,www.suavepie.com
15397,DE-MF-000020585,Manufacturer,Germany,MedCom Gesellschaft für medizinische Bildverarbeitung mbH,DE191156974,DE60771290000,HRB 6883,Dolivostraße,11,,,Darmstadt,64293,Germany,info@medcom-online.de,+49 (0) 6151 - 951 47 0,http://www.medcom-online.de/
15398,GB-MF-000002774,Manufacturer,United Kingdom (ex Northern Ireland),Biometrics Ltd,692125435,GB692125435000,,Units 25-26 Nine Mile Point Ind. Est.,,,,Newport,NP11 7HZ,United Kingdom (ex Northern Ireland),sales@biometricsltd.com,+44 1495 200 800,https://www.biometricsltd.com/
15399,GB-MF-000001939,Manufacturer,United Kingdom (ex Northern Ireland),Ultromics Limited,GB 270 948870,GB270948870000,10684811,"Kingsgate, Cascade Way",4630,Oxford Business Park South,,Oxford,OX4 2SU,United Kingdom (ex Northern Ireland),jaco.jacobs@ultromics.com,,
15400,FR-MF-000011270,Manufacturer,France,BMB MEDICAL,FR68 950 413 229,FR95041322900036,RCS Bourg en Bresse 89B652,Avenue du Formans ,100,,CS 11001 ,TREVOUX,01604,France,info@bmb-medical.com,+33 474 08 71 71,www.bmb-medical.com
15401,DE-MF-000007273,Manufacturer,Germany,VivoSensMedical GmbH,DE276491389,27028 ,Amtsgericht Leipzig,Limburgerstraße ,74c,,,Leipzig,04229,Germany,info@vivosensmedical.com,+49 341 355 878 95,www.vivosensmedical.com
15402,ES-MF-000001947,Manufacturer,Spain,"HARTINGTON PHARMACEUTICAL, S.L.U.,",B63437735,ESB63437735,,"ERNEST LLUCH, TECNOCAMPUS MATARO, TCM3, 6A-3 ",32,,,BARCELONA,08302,Spain,info@hartington.org,+34 932 21 23 71,
15403,DE-MF-000006429,Manufacturer,Germany,biocon Medizintechnik GmbH,DE132076541,DE3205401,Aschaffenburg HRB 2636,Triebweg,1-3,,,Mönchberg,63933,Germany,info@biocon-online.de,+49 9374 9730 0,www.biocon-online.de
15404,ES-MF-000001992,Manufacturer,Spain,"BIOLAN HEALTH, S.L.",ESB95788725,ESB95788725,B95788725,"Parque Tecnológico de Bizkaia, Laida bidea",409,,,Zamudio,48170,Spain,biolanhealth@biolanhealth.com,+34 946 574 161,www.biolanhealth.com
15405,US-MF-000003391,Manufacturer,United States,Argentum Medical LLC,,,,Kaneville Court,2571,,,Geneva,60134,United States,JFitzgerald@curasurgical.com,+01 6302322507,www.Silverlon.com
15406,US-MF-000002607,Manufacturer,United States,"CooperSurgical, Inc.",,,,Corporate Drive,95,,,"Trumbull, CT",06611-1350,United States,MDR@coopersurgical.com,,
15407,DE-MF-000009442,Manufacturer,Germany,H + H Medizinprodukte GbR,DE814185108,DE788165034398424,,Buldernweg,40,,,Münster,48163,Germany,info@eeg-gel.de,+492511442820,
15408,NL-MF-000005210,Manufacturer,Netherlands,OIM Holding BV,8034-49690 B01,NL803449690,02054883,Balkendwarsweg,5,,,Assen,9405PT,Netherlands,info@oim.nl,+31592394260,www.oim.nl
